id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
27893,Women,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Scullers For Her Check Blue Shirt
28645,Women,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Sports,Nike Women Bleach Black T-shirt
50303,Men,Accessories,Ties,Ties,Red,Summer,2012.0,Formal,Park Avenue Men Red Tie
8935,Men,Accessories,Wallets,Wallets,Grey,Fall,2011.0,Casual,Puma Men big cat Grey Wallet
47172,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Ganuchi Men Black Sandals
26946,Women,Apparel,Topwear,Tshirts,Magenta,Summer,2012.0,Casual,Jealous 21 Women Printed Plum T-shirt
2800,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2009.0,Casual,iD Men's Casual Strapped Leather Brown Shoe
47589,Women,Footwear,Shoes,Heels,Maroon,Winter,2012.0,Casual,Portia Women Maroon Sandals
10814,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Wrangler Men Easter Bright Amslar Purple Shirt
43740,Women,Accessories,Jewellery,Bangle,Gold,Summer,2012.0,Casual,Royal Diadem Set of 4 Golden Bangles
50165,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Rocia Women Black Wedges
22545,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,Catwalk Women Gold Heels
12586,Unisex,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Tantra Unisex Printed Pink Tshirts
52064,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Myntra Men Blue T-shirt
54155,Women,Accessories,Jewellery,Necklace and Chains,Silver,Fall,2012.0,Casual,Femella Silver Disc and Balls Necklace
48532,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2012.0,Casual,Calvin Klein Men Black Flip Flops
38221,Unisex,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Polaroid Unisex Sunglasses
8357,Boys,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Doodle Boy's End Is Just Begining Green Kidswear
22925,Unisex,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Unisex Black Dial Watch 9912PP05
38483,Women,Accessories,Belts,Belts,White,Summer,2012.0,Casual,Baggit Women White Belt
4551,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Nike Men's T-Lite 9 Leat Black Shoe
29962,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Cat Men Sheet Sunglasses
44596,Men,Accessories,Belts,Belts,Grey,Summer,2012.0,Formal,Van Heusen Men Grey and Brown Reversible Belt
45212,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,CASIO ENTICER Women White Dial Watch A667
16121,Men,Accessories,Belts,Belts,Black,Fall,2011.0,Formal,Turtle Men Black Belt
55074,Women,Personal Care,Makeup,Kajal and Eyeliner,Sea Green,Spring,2017.0,Casual,Lakme Glide On Aqua Green Eye Color
27202,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Doodle Kids Boy Check Red Shirt
32947,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2012.0,Casual,ADIDAS Neo Men Rugged Sail Navy Blue Shoes
36977,Women,Accessories,Bags,Clutches,Black,Summer,2012.0,Casual,Lino Perros Women Black Clutch
15766,Men,Apparel,Innerwear,Innerwear Vests,Charcoal,Summer,2016.0,Casual,Facit Men Smart Charcoal Innerwear Vest
34081,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2016.0,Casual,Clarks Men Brown Nature Three Mahogany Leather Casual Shoes
3570,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,ADIDAS Men's Natural Brown Shoe
44766,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Globalite Men Black & Grey Eclipse Shoes
36346,Men,Free Items,Free Gifts,Free Gifts,Maroon,Summer,2012.0,Casual,Reid & Taylor Men Maroon Checked Tie
46203,Women,Accessories,Jewellery,Bangle,Black,Winter,2015.0,Casual,Adrika Women Black Bangle
7772,Unisex,Footwear,Sandal,Sandals,Navy Blue,Summer,2012.0,Casual,Converse Unisex As Chucks Navy Floater
57947,Men,Footwear,Shoes,Casual Shoes,Black,Spring,2012.0,Casual,Clarks Men Black Shoes
6208,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Lee Men's Hand Green T-shirt
30284,Men,Accessories,Eyewear,Sunglasses,Brown,Summer,2017.0,Casual,Speedo Men Sheet Sunglasses
31190,Men,Accessories,Accessories,Accessory Gift Set,Brown,Summer,2012.0,Casual,Cabarelli Men Accessory Gift Set
6653,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,Nike Men's Air Force White Orange Shoe
